timestamp,pv_power_w,pv_voltage_v,pv_current_a,battery_soc_pct,battery_voltage_v,battery_current_a,charging_state,controller_temp_c,battery_temp_c,load_power_w,daily_generated_wh,total_generated_kwh
2026-08-24T00:00:00.198555,0,12.8,0.0,78,12.7,0.0,MPPT Charging,28,28,0,0,8363
2026-08-24T00:00:02.088321,0,12.8,0.0,78,12.7,0.0,MPPT Charging,27,28,0,0,8363
2026-08-24T00:00:04.204382,0,12.8,0.0,78,12.7,0.0,MPPT Charging,28,29,0,0,8363
2026-08-24T00:00:06.857100,0,12.8,0.0,78,12.7,0.0,MPPT Charging,28,28,0,0,8363
2026-08-24T00:00:08.745995,0,12.8,0.0,79,12.7,0.0,MPPT Charging,27,29,0,0,8363
2026-08-24T00:00:10.141794,0,12.8,0.0,79,12.7,0.0,MPPT Charging,27,28,0,0,8363
2026-08-24T00:00:12.528515,0,12.8,0.0,78,12.7,0.0,MPPT Charging,28,28,0,0,8363
2026-08-24T00:00:14.191529,0,12.8,0.0,78,12.7,0.0,MPPT Charging,27,28,0,0,8363
2026-08-24T00:00:16.219674,0,12.8,0.0,78,12.7,0.0,MPPT Charging,28,28,0,0,8363
2026-08-24T00:00:18.239704,0,12.8,0.0,79,12.7,0.0,MPPT Charging,28,29,0,0,8363
2026-08-24T00:00:20.401858,0,12.8,0.0,79,12.7,0.0,MPPT Charging,27,28,0,0,8363
2026-08-24T00:00:22.068942,0,12.8,0.0,79,12.7,0.0,MPPT Charging,28,29,0,0,8363
2026-08-24T00:00:24.450372,0,12.8,0.0,79,12.7,0.0,MPPT Charging,28,29,0,0,8363
2026-08-24T00:00:26.208674,0,12.8,0.0,79,12.7,0.0,MPPT Charging,27,28,0,0,8363
2026-08-24T00:00:28.412769,0,12.8,0.0,78,12.7,0.0,MPPT Charging,28,29,0,0,8363
2026-08-24T00:00:30.616204,0,12.8,0.0,78,12.7,0.0,MPPT Charging,27,29,0,0,8363
2026-08-24T00:00:32.550533,0,12.7,0.0,78,12.7,0.0,MPPT Charging,27,29,0,0,8363
2026-08-24T00:00:34.172539,0,12.5,0.0,78,12.7,0.0,MPPT Charging,27,28,0,0,8363
2026-08-24T00:00:37.291907,0,12.3,0.0,78,12.7,0.0,MPPT Charging,27,28,0,0,8363
2026-08-24T00:00:38.627731,0,12.4,0.0,78,12.7,0.0,MPPT Charging,28,29,0,0,8363
2026-08-24T00:00:40.879912,0,12.5,0.0,78,12.7,0.0,MPPT Charging,28,29,0,0,8363
2026-08-24T00:00:42.497058,0,12.8,0.0,79,12.7,0.0,MPPT Charging,27,29,0,0,8363
2026-08-24T00:00:45.826138,0,12.8,0.0,79,12.7,0.0,MPPT Charging,27,28,0,0,8363
2026-08-24T00:00:46.051135,0,12.8,0.0,79,12.7,0.0,MPPT Charging,27,29,0,0,8363
2026-08-24T00:00:48.707479,0,12.8,0.0,78,12.7,0.0,MPPT Charging,28,29,0,0,8363
2026-08-24T00:00:50.236924,0,12.8,0.0,78,12.7,0.0,MPPT Charging,27,28,0,0,8363
2026-08-24T00:00:52.485441,0,12.8,0.0,78,12.7,0.0,MPPT Charging,27,29,0,0,8363
2026-08-24T00:00:54.153032,0,12.8,0.0,78,12.7,0.0,MPPT Charging,28,29,0,0,8363
2026-08-24T00:00:56.536887,0,12.8,0.0,78,12.7,0.0,MPPT Charging,28,29,0,0,8363
2026-08-24T00:00:58.154811,0,12.8,0.0,78,12.7,0.0,MPPT Charging,28,29,0,0,8363
2026-08-24T00:01:00.315685,0,12.8,0.0,78,12.7,0.0,MPPT Charging,28,29,0,0,8363
2026-08-24T00:01:02.340504,0,12.8,0.0,79,12.7,0.0,MPPT Charging,28,28,0,0,8363
2026-08-24T00:01:04.591941,0,12.8,0.0,79,12.7,0.0,MPPT Charging,27,29,0,0,8363
2026-08-24T00:01:06.076748,0,12.8,0.0,79,12.7,0.0,MPPT Charging,27,29,0,0,8363
2026-08-24T00:01:08.325596,0,12.8,0.0,78,12.7,0.0,MPPT Charging,28,28,0,0,8363
2026-08-24T00:01:10.845774,0,12.8,0.0,78,12.7,0.0,MPPT Charging,28,29,0,0,8363
2026-08-24T00:01:12.240963,0,12.8,0.0,79,12.7,0.0,MPPT Charging,27,29,0,0,8363
2026-08-24T00:01:14.129787,0,12.8,0.0,79,12.7,0.0,MPPT Charging,28,29,0,0,8363
2026-08-24T00:01:16.380731,0,12.8,0.0,79,12.7,0.0,MPPT Charging,28,29,0,0,8363
2026-08-24T00:01:18.049106,0,12.8,0.0,79,12.7,0.0,MPPT Charging,28,28,0,0,8363
2026-08-24T00:01:20.070759,0,12.8,0.0,79,12.7,0.0,MPPT Charging,28,29,0,0,8363
2026-08-24T00:01:22.230899,0,12.8,0.0,78,12.7,0.0,MPPT Charging,28,28,0,0,8363
2026-08-24T00:01:24.396360,0,12.8,0.0,78,12.7,0.0,MPPT Charging,27,28,0,0,8363
2026-08-24T00:01:26.371726,0,12.8,0.0,78,12.7,0.0,MPPT Charging,28,28,0,0,8363
2026-08-24T00:01:28.125747,0,12.8,0.0,78,12.7,0.0,MPPT Charging,27,29,0,0,8363
2026-08-24T00:01:30.197995,0,12.8,0.0,78,12.7,0.0,MPPT Charging,27,28,0,0,8363
2026-08-24T00:01:31.996530,0,12.8,0.0,78,12.7,0.0,MPPT Charging,28,28,0,0,8363
2026-08-24T00:01:34.020698,0,12.8,0.0,78,12.7,0.0,MPPT Charging,27,28,0,0,8363
2026-08-24T00:01:36.140564,0,12.8,0.0,78,12.7,0.0,MPPT Charging,27,29,0,0,8363
2026-08-24T00:01:38.118951,0,12.8,0.0,79,12.7,0.0,MPPT Charging,28,29,0,0,8363
2026-08-24T00:01:40.008810,0,12.8,0.0,79,12.7,0.0,MPPT Charging,27,29,0,0,8363
2026-08-24T00:01:42.301576,0,12.8,0.0,79,12.7,0.0,MPPT Charging,27,28,0,0,8363
2026-08-24T00:01:44.103469,0,12.8,0.0,78,12.7,0.0,MPPT Charging,27,29,0,0,8363
2026-08-24T00:01:46.127612,0,12.8,0.0,78,12.7,0.0,MPPT Charging,28,29,0,0,8363
2026-08-24T00:01:48.334473,0,12.8,0.0,78,12.7,0.0,MPPT Charging,27,28,0,0,8363
2026-08-24T00:01:50.086515,0,12.8,0.0,78,12.7,0.0,MPPT Charging,27,28,0,0,8363
2026-08-24T00:01:52.428207,0,12.8,0.0,78,12.7,0.0,MPPT Charging,27,29,0,0,8363
2026-08-24T00:01:55.128410,0,12.8,0.0,78,12.7,0.0,MPPT Charging,28,28,0,0,8363
2026-08-24T00:01:56.208561,0,12.8,0.0,78,12.7,0.0,MPPT Charging,27,28,0,0,8363
2026-08-24T00:01:58.459489,0,12.8,0.0,79,12.7,0.0,MPPT Charging,27,28,0,0,8363
2026-08-24T00:02:00.123087,0,12.8,0.0,79,12.7,0.0,MPPT Charging,27,28,0,0,8363
2026-08-24T00:02:02.012707,0,12.8,0.0,79,12.7,0.0,MPPT Charging,27,29,0,0,8363
2026-08-24T00:02:04.080911,0,12.8,0.0,78,12.7,0.0,MPPT Charging,27,28,0,0,8363
2026-08-24T00:02:06.107815,0,12.8,0.0,78,12.7,0.0,MPPT Charging,27,29,0,0,8363
2026-08-24T00:02:08.042152,0,12.8,0.0,79,12.7,0.0,MPPT Charging,27,29,0,0,8363
2026-08-24T00:02:09.977393,0,12.8,0.0,79,12.7,0.0,MPPT Charging,27,29,0,0,8363
