timestamp,pv_power_w,pv_voltage_v,pv_current_a,battery_soc_pct,battery_voltage_v,battery_current_a,charging_state,controller_temp_c,battery_temp_c,load_power_w,daily_generated_wh,total_generated_kwh
2026-08-23T23:10:40.480977,0,13.0,0.0,79,12.7,0.0,MPPT Charging,27,29,0,0,8363
2026-08-23T23:10:42.685746,0,13.0,0.0,79,12.7,0.0,MPPT Charging,27,29,0,0,8363
2026-08-23T23:10:44.487007,0,13.0,0.0,79,12.7,0.0,MPPT Charging,27,29,0,0,8363
2026-08-23T23:10:46.689939,0,13.0,0.0,79,12.7,0.0,MPPT Charging,27,29,0,0,8363
2026-08-23T23:10:48.713224,0,13.0,0.0,80,12.7,0.0,MPPT Charging,27,29,0,0,8363
2026-08-23T23:10:50.604757,0,13.0,0.0,80,12.7,0.0,MPPT Charging,27,29,0,0,8363
2026-08-23T23:10:52.406014,0,13.0,0.0,80,12.7,0.0,MPPT Charging,27,29,0,0,8363
2026-08-23T23:10:54.609885,0,13.0,0.0,79,12.7,0.0,MPPT Charging,27,28,0,0,8363
2026-08-23T23:10:57.264101,0,13.0,0.0,79,12.7,0.0,MPPT Charging,27,29,0,0,8363
2026-08-23T23:10:59.065354,0,13.0,0.0,79,12.7,0.0,MPPT Charging,27,28,0,0,8363
2026-08-23T23:11:01.135140,0,13.0,0.0,79,12.7,0.0,MPPT Charging,27,29,0,0,8363
2026-08-23T23:11:03.474713,0,13.0,0.0,79,12.7,0.0,MPPT Charging,27,29,0,0,8363
2026-08-23T23:11:05.189096,0,13.0,0.0,79,12.7,0.0,MPPT Charging,27,29,0,0,8363
2026-08-23T23:11:07.256400,0,13.0,0.0,79,12.7,0.0,MPPT Charging,27,29,0,0,8363
2026-08-23T23:11:09.059301,0,13.0,0.0,78,12.7,0.0,MPPT Charging,27,29,0,0,8363
2026-08-23T23:11:11.127331,0,13.0,0.0,78,12.7,0.0,MPPT Charging,27,29,0,0,8363
2026-08-23T23:11:13.330221,0,13.0,0.0,78,12.7,0.0,MPPT Charging,27,29,0,0,8363
2026-08-23T23:11:15.219337,0,13.0,0.0,79,12.7,0.0,MPPT Charging,27,29,0,0,8363
2026-08-23T23:11:17.019803,0,13.0,0.0,79,12.7,0.0,MPPT Charging,27,29,0,0,8363
2026-08-23T23:11:19.809213,0,13.0,0.0,79,12.7,0.0,MPPT Charging,27,29,0,0,8363
2026-08-23T23:11:22.018662,0,13.0,0.0,79,12.7,0.0,MPPT Charging,27,29,0,0,8363
2026-08-23T23:11:23.274762,0,13.0,0.0,79,12.7,0.0,MPPT Charging,27,29,0,0,8363
2026-08-23T23:11:25.030286,0,13.0,0.0,79,12.7,0.0,MPPT Charging,27,29,0,0,8363
2026-08-23T23:11:27.144468,0,13.0,0.0,79,12.7,0.0,MPPT Charging,27,29,0,0,8363
2026-08-23T23:11:29.349990,0,13.0,0.0,79,12.7,0.0,MPPT Charging,27,29,0,0,8363
2026-08-23T23:11:31.105159,0,13.0,0.0,79,12.7,0.0,MPPT Charging,27,29,0,0,8363
2026-08-23T23:11:33.311416,0,13.0,0.0,79,12.7,0.0,MPPT Charging,27,29,0,0,8363
2026-08-23T23:11:35.199977,0,13.0,0.0,79,12.7,0.0,MPPT Charging,27,29,0,0,8363
2026-08-23T23:11:37.359760,0,13.0,0.0,79,12.7,0.0,MPPT Charging,27,28,0,0,8363
2026-08-23T23:11:39.160929,0,13.0,0.0,79,12.7,0.0,MPPT Charging,27,29,0,0,8363
2026-08-23T23:11:41.095190,0,13.0,0.0,79,12.7,0.0,MPPT Charging,27,29,0,0,8363
2026-08-23T23:11:43.166973,0,13.0,0.0,79,12.7,0.0,MPPT Charging,27,29,0,0,8363
2026-08-23T23:11:45.145740,0,13.0,0.0,79,12.7,0.0,MPPT Charging,27,29,0,0,8363
2026-08-23T23:11:47.079300,0,13.0,0.0,79,12.7,0.0,MPPT Charging,28,29,0,0,8363
2026-08-23T23:11:49.015807,0,13.0,0.0,79,12.7,0.0,MPPT Charging,27,28,0,0,8363
2026-08-23T23:11:51.580934,0,13.0,0.0,79,12.7,0.0,MPPT Charging,27,29,0,0,8363
2026-08-23T23:11:53.110480,0,13.0,0.0,79,12.7,0.0,MPPT Charging,27,29,0,0,8363
2026-08-23T23:11:55.044806,0,13.0,0.0,79,12.7,0.0,MPPT Charging,27,29,0,0,8363
2026-08-23T23:11:57.205440,0,13.0,0.0,79,12.7,0.0,MPPT Charging,27,29,0,0,8363
2026-08-23T23:11:59.094232,0,13.0,0.0,79,12.7,0.0,MPPT Charging,27,29,0,0,8363
2026-08-23T23:12:00.985464,0,13.0,0.0,79,12.7,0.0,MPPT Charging,27,29,0,0,8363
2026-08-23T23:12:03.011763,0,13.0,0.0,79,12.7,0.0,MPPT Charging,27,29,0,0,8363
2026-08-23T23:12:05.215189,0,13.0,0.0,79,12.7,0.0,MPPT Charging,27,29,0,0,8363
2026-08-23T23:12:07.285634,0,13.0,0.0,79,12.7,0.0,MPPT Charging,27,29,0,0,8363
2026-08-23T23:12:09.130453,0,13.0,0.0,79,12.7,0.0,MPPT Charging,27,29,0,0,8363
2026-08-23T23:12:11.064484,0,13.0,0.0,79,12.7,0.0,MPPT Charging,27,29,0,0,8363
2026-08-23T23:12:13.090862,0,13.0,0.0,79,12.7,0.0,MPPT Charging,27,29,0,0,8363
2026-08-23T23:12:15.204435,0,13.0,0.0,79,12.7,0.0,MPPT Charging,27,29,0,0,8363
2026-08-23T23:12:17.455327,0,13.0,0.0,79,12.7,0.0,MPPT Charging,27,29,0,0,8363
2026-08-23T23:12:19.030845,0,13.0,0.0,78,12.7,0.0,MPPT Charging,27,29,0,0,8363
2026-08-23T23:12:21.056457,0,13.0,0.0,78,12.7,0.0,MPPT Charging,27,29,0,0,8363
2026-08-23T23:12:23.081737,0,13.0,0.0,78,12.7,0.0,MPPT Charging,27,29,0,0,8363
2026-08-23T23:12:25.108011,0,13.0,0.0,79,12.7,0.0,MPPT Charging,27,29,0,0,8363
2026-08-23T23:12:27.309514,0,13.0,0.0,79,12.7,0.0,MPPT Charging,27,29,0,0,8363
2026-08-23T23:12:29.157882,0,13.0,0.0,79,12.7,0.0,MPPT Charging,27,29,0,0,8363
2026-08-23T23:12:31.044994,0,13.0,0.0,79,12.7,0.0,MPPT Charging,27,29,0,0,8363
2026-08-23T23:12:32.980291,0,13.0,0.0,79,12.7,0.0,MPPT Charging,27,29,0,0,8363
2026-08-23T23:12:35.185469,0,13.0,0.0,79,12.7,0.0,MPPT Charging,27,29,0,0,8363
2026-08-23T23:12:37.165243,0,13.0,0.0,79,12.7,0.0,MPPT Charging,27,29,0,0,8363
2026-08-23T23:12:39.055210,0,13.0,0.0,79,12.7,0.0,MPPT Charging,27,28,0,0,8363
2026-08-23T23:12:41.079959,0,13.0,0.0,79,12.7,0.0,MPPT Charging,27,29,0,0,8363
2026-08-23T23:12:42.972354,0,13.0,0.0,79,12.7,0.0,MPPT Charging,27,29,0,0,8363
2026-08-23T23:12:45.310299,0,13.0,0.0,78,12.7,0.0,MPPT Charging,27,29,0,0,8363
2026-08-23T23:12:47.289241,0,13.0,0.0,78,12.7,0.0,MPPT Charging,27,29,0,0,8363
2026-08-23T23:12:49.136732,0,13.0,0.0,78,12.7,0.0,MPPT Charging,27,29,0,0,8363
2026-08-23T23:12:51.069131,0,13.0,0.0,78,12.7,0.0,MPPT Charging,27,29,0,0,8363
2026-08-23T23:12:53.050705,0,13.0,0.0,78,12.7,0.0,MPPT Charging,27,29,0,0,8363
2026-08-23T23:12:55.300012,0,13.0,0.0,79,12.7,0.0,MPPT Charging,27,29,0,0,8363
2026-08-23T23:12:57.279649,0,13.0,0.0,79,12.7,0.0,MPPT Charging,27,29,0,0,8363
2026-08-23T23:12:59.036254,0,13.0,0.0,79,12.7,0.0,MPPT Charging,27,29,0,0,8363
2026-08-23T23:13:01.060182,0,13.0,0.0,79,12.7,0.0,MPPT Charging,28,29,0,0,8363
2026-08-23T23:13:03.357695,0,13.0,0.0,79,12.7,0.0,MPPT Charging,27,28,0,0,8363
2026-08-23T23:13:05.203320,0,13.0,0.0,79,12.7,0.0,MPPT Charging,27,29,0,0,8363
2026-08-23T23:13:07.631593,0,13.0,0.0,79,12.7,0.0,MPPT Charging,27,28,0,0,8363
2026-08-23T23:13:09.114262,0,13.0,0.0,79,12.7,0.0,MPPT Charging,27,29,0,0,8363
2026-08-23T23:13:11.006328,0,13.0,0.0,79,12.7,0.0,MPPT Charging,27,29,0,0,8363
2026-08-23T23:13:13.166322,0,13.0,0.0,79,12.7,0.0,MPPT Charging,27,28,0,0,8363
2026-08-23T23:13:15.010219,0,13.0,0.0,79,12.7,0.0,MPPT Charging,27,28,0,0,8363
2026-08-23T23:13:17.079320,0,13.0,0.0,79,12.7,0.0,MPPT Charging,27,29,0,0,8363
2026-08-23T23:13:19.016238,0,13.0,0.0,79,12.7,0.0,MPPT Charging,27,29,0,0,8363
2026-08-23T23:13:20.995261,0,13.0,0.0,79,12.7,0.0,MPPT Charging,27,29,0,0,8363
2026-08-23T23:13:23.064248,0,13.0,0.0,79,12.7,0.0,MPPT Charging,27,29,0,0,8363
2026-08-23T23:13:25.179997,0,13.0,0.0,79,12.7,0.0,MPPT Charging,27,29,0,0,8363
2026-08-23T23:13:27.160413,0,13.0,0.0,79,12.7,0.0,MPPT Charging,28,29,0,0,8363
2026-08-23T23:13:29.049523,0,13.0,0.0,79,12.7,0.0,MPPT Charging,27,29,0,0,8363
2026-08-23T23:13:30.986912,0,13.0,0.0,79,12.7,0.0,MPPT Charging,27,28,0,0,8363
2026-08-23T23:13:33.595533,0,13.0,0.0,79,12.7,0.0,MPPT Charging,27,28,0,0,8363
2026-08-23T23:13:35.260250,0,13.0,0.0,79,12.7,0.0,MPPT Charging,27,29,0,0,8363
2026-08-23T23:13:37.286849,0,13.0,0.0,79,12.7,0.0,MPPT Charging,27,29,0,0,8363
2026-08-23T23:13:39.042591,0,13.0,0.0,78,12.7,0.0,MPPT Charging,27,29,0,0,8363
2026-08-23T23:13:41.157722,0,13.0,0.0,78,12.7,0.0,MPPT Charging,27,29,0,0,8363
2026-08-23T23:13:43.135328,0,13.0,0.0,78,12.7,0.0,MPPT Charging,27,28,0,0,8363
2026-08-23T23:13:45.295487,0,13.0,0.0,79,12.7,0.0,MPPT Charging,27,29,0,0,8363
2026-08-23T23:13:47.230470,0,13.0,0.0,79,12.7,0.0,MPPT Charging,27,29,0,0,8363
2026-08-23T23:13:48.987335,0,13.0,0.0,79,12.7,0.0,MPPT Charging,28,28,0,0,8363
2026-08-23T23:13:51.235770,0,13.0,0.0,79,12.7,0.0,MPPT Charging,27,29,0,0,8363
2026-08-23T23:13:53.036477,0,13.0,0.0,79,12.7,0.0,MPPT Charging,27,29,0,0,8363
2026-08-23T23:13:55.241074,0,13.0,0.0,78,12.7,0.0,MPPT Charging,28,29,0,0,8363
2026-08-23T23:13:57.224959,0,13.0,0.0,78,12.7,0.0,MPPT Charging,27,29,0,0,8363
2026-08-23T23:13:59.200640,0,13.0,0.0,79,12.7,0.0,MPPT Charging,27,29,0,0,8363
2026-08-23T23:14:01.135524,0,13.0,0.0,79,12.7,0.0,MPPT Charging,27,29,0,0,8363
2026-08-23T23:14:03.160477,0,13.0,0.0,79,12.7,0.0,MPPT Charging,27,29,0,0,8363
2026-08-23T23:14:05.140563,0,13.0,0.0,80,12.7,0.0,MPPT Charging,27,29,0,0,8363
2026-08-23T23:14:07.032655,0,13.0,0.0,80,12.7,0.0,MPPT Charging,27,28,0,0,8363
2026-08-23T23:14:09.013208,0,13.0,0.0,78,12.7,0.0,MPPT Charging,27,29,0,0,8363
2026-08-23T23:14:11.485537,0,13.0,0.0,78,12.7,0.0,MPPT Charging,27,28,0,0,8363
2026-08-23T23:14:13.018753,0,13.0,0.0,78,12.7,0.0,MPPT Charging,27,29,0,0,8363
2026-08-23T23:14:14.996497,0,12.8,0.0,80,12.7,0.0,MPPT Charging,27,29,0,0,8363
2026-08-23T23:14:17.515534,0,12.5,0.0,80,12.7,0.0,MPPT Charging,27,29,0,0,8363
2026-08-23T23:14:19.090631,0,12.5,0.0,79,12.7,0.0,MPPT Charging,27,29,0,0,8363
2026-08-23T23:14:21.071507,0,12.7,0.0,79,12.7,0.0,MPPT Charging,27,29,0,0,8363
2026-08-23T23:14:23.275753,0,13.0,0.0,79,12.7,0.0,MPPT Charging,27,29,0,0,8363
2026-08-23T23:14:25.212902,0,13.0,0.0,79,12.7,0.0,MPPT Charging,27,28,0,0,8363
2026-08-23T23:14:27.145260,0,13.0,0.0,79,12.7,0.0,MPPT Charging,27,29,0,0,8363
2026-08-23T23:14:28.993140,0,13.0,0.0,80,12.7,0.0,MPPT Charging,27,29,0,0,8363
